activity_seq_name,activity_seq_path,activity_seq_length,activity
Sergio_Garcia_at_Palacio_Estril_Golf_School_-_Portugal_golf_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Sergio_Garcia_at_Palacio_Estril_Golf_School_-_Portugal_golf_f_cm_np1_fr_bad_0,16,golf
Mike_Weir_golf_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Mike_Weir_golf_f_cm_np1_fr_med_1,16,golf
Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_fr_med_0,22,golf
Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_5,22,golf
Meena_Lee_golf_f_cm_np1_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Meena_Lee_golf_f_cm_np1_ba_med_1,16,golf
Rate_my_golf_swing__driver_and_9_iron_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Rate_my_golf_swing__driver_and_9_iron_golf_f_cm_np1_ri_med_0,19,golf
Sergio_Garcia_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Sergio_Garcia_golf_f_cm_np1_ri_med_0,16,golf
Golf_Swing_#6Iron_golf_f_cm_np1_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Golf_Swing_#6Iron_golf_f_cm_np1_ri_med_3,14,golf
Lorena_Ochoa_en_Acapulco_skins_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Lorena_Ochoa_en_Acapulco_skins_golf_f_cm_np1_fr_med_0,18,golf
bri_vega_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/bri_vega_golf_f_cm_np1_fr_med_0,16,golf
golf_golf_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/golf_golf_f_nm_np1_ri_goo_0,18,golf
Na_Yeon_Choi_practice_1_golf_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Na_Yeon_Choi_practice_1_golf_f_nm_np1_ri_goo_0,16,golf
Casie_Cathrea_golf_f_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Casie_Cathrea_golf_f_nm_np1_fr_med_0,14,golf
Davis_Love_III__Beautiful_swing!_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Davis_Love_III__Beautiful_swing!_golf_f_cm_np1_ri_med_0,16,golf
Cobra_Golf_-_Camilo_Villegas_golf_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Cobra_Golf_-_Camilo_Villegas_golf_f_cm_np1_ri_goo_0,18,golf
Finding_the_fairway_under_pressure_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Finding_the_fairway_under_pressure_golf_f_cm_np1_ri_med_0,17,golf
Natalie_Gulbis_1_golf_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Natalie_Gulbis_1_golf_f_cm_np1_le_med_0,17,golf
rory_hie_high_school__now_USC_golf_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/rory_hie_high_school__now_USC_golf_f_nm_np1_ri_goo_0,17,golf
Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_6,16,golf
Camilo_Villegas_Tee_Shot_golf_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Camilo_Villegas_Tee_Shot_golf_f_cm_np1_fr_goo_0,17,golf
Golf_Tips_-_Hit_The_Driver_300+_Yards!!!_golf_f_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Golf_Tips_-_Hit_The_Driver_300+_Yards!!!_golf_f_nm_np1_fr_med_0,18,golf
Tiger_Woods_Super_Drive_golf_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Tiger_Woods_Super_Drive_golf_f_nm_np1_ri_goo_0,14,golf
Michelle_Wie_bombs_a_drive_golf_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Michelle_Wie_bombs_a_drive_golf_f_cm_np1_ba_med_0,17,golf
9_Iron_From_160_Yards_golf_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/9_Iron_From_160_Yards_golf_f_cm_np1_ri_goo_0,17,golf
Golfswing_golf_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Golfswing_golf_f_cm_np1_fr_goo_0,18,golf
Probably_the_best_golf_shot_in_the_world_ever!!!_golf_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Probably_the_best_golf_shot_in_the_world_ever!!!_golf_f_cm_np1_ba_med_0,16,golf
Meena_Lee_golf_f_cm_np1_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Meena_Lee_golf_f_cm_np1_ba_med_2,18,golf
Mike_Weir_at_the_2007_Masters_golf_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Mike_Weir_at_the_2007_Masters_golf_f_cm_np1_le_med_0,16,golf
Iain_Powell_Driving_at_Ingon_Manor_GC_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Iain_Powell_Driving_at_Ingon_Manor_GC_golf_f_cm_np1_ri_med_0,16,golf
Natalie_Gulbis_1_golf_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Natalie_Gulbis_1_golf_f_cm_np1_le_med_1,16,golf
Natalie_Gulbis_golf_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Natalie_Gulbis_golf_f_cm_np1_ba_med_0,18,golf
Geoff_Ogilvy_golf_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Geoff_Ogilvy_golf_f_cm_np1_fr_goo_0,20,golf
Sergio_Garcia_golf_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Sergio_Garcia_golf_f_cm_np1_ri_med_1,16,golf
Paula_Creamer_1_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Paula_Creamer_1_golf_f_cm_np1_ri_med_0,16,golf
Cobra_Golf_-_Camilo_Villegas_golf_f_cm_np1_ri_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Cobra_Golf_-_Camilo_Villegas_golf_f_cm_np1_ri_goo_1,18,golf
Michelle_Wie_Powerful_Set-Up_and_Swing_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Michelle_Wie_Powerful_Set-Up_and_Swing_golf_f_cm_np1_ri_med_0,16,golf
Ernie_Els_Swing__Big_easy!_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Ernie_Els_Swing__Big_easy!_golf_f_cm_np1_fr_med_0,16,golf
Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ri_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ri_goo_3,16,golf
Jeff_Ritter_-_The_Transition_golf_f_nm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jeff_Ritter_-_The_Transition_golf_f_nm_np1_ri_med_0,16,golf
Charles_Barkley_Golfing_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Charles_Barkley_Golfing_golf_f_cm_np1_fr_med_0,16,golf
Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ba_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ba_med_4,16,golf
Angel_Cabrera_s_Golf_Swing_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Angel_Cabrera_s_Golf_Swing_golf_f_cm_np1_ri_med_0,16,golf
golf_golf_f_nm_np1_ri_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/golf_golf_f_nm_np1_ri_goo_1,21,golf
Lorena_Ochoa_et_Paula_Creamer_golf_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Lorena_Ochoa_et_Paula_Creamer_golf_f_cm_np1_le_med_0,16,golf
Tiger_Woods_AMAZING_Shots_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Tiger_Woods_AMAZING_Shots_golf_f_cm_np1_ri_med_0,16,golf
Anna_Rawson_Driver_Practice_golf_f_nm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Anna_Rawson_Driver_Practice_golf_f_nm_np1_ri_bad_0,16,golf
Kevin_Na_s_Swing_golf_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Kevin_Na_s_Swing_golf_f_cm_np1_ri_goo_0,16,golf
Powergolf_Golf_Superdrive_mit_dem_Driver_340_Meter_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Powergolf_Golf_Superdrive_mit_dem_Driver_340_Meter_golf_f_cm_np1_fr_med_0,16,golf
Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ba_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_ba_goo_0,16,golf
Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jordan_Malinoff_and__Anthony_Kim_Practice_golf_f_cm_np1_ri_med_7,16,golf
Miyazato_Ai_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Miyazato_Ai_golf_f_cm_np1_fr_med_0,17,golf
Ben_Hogan_Swing_golf_f_nm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Ben_Hogan_Swing_golf_f_nm_np1_ri_med_0,16,golf
Michael_Campbell_rub_of_the_green_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Michael_Campbell_rub_of_the_green_golf_f_cm_np1_fr_med_0,16,golf
Nick_Faldo_golf_swing_explanation_golf_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Nick_Faldo_golf_swing_explanation_golf_f_cm_np1_fr_bad_0,16,golf
Eric_Axley_golf_f_cm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Eric_Axley_golf_f_cm_np1_le_goo_0,16,golf
Na_Yeon_Choi_practice_1_golf_f_nm_np1_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Na_Yeon_Choi_practice_1_golf_f_nm_np1_ri_goo_2,16,golf
golf_golf_f_nm_np1_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/golf_golf_f_nm_np1_ri_goo_2,17,golf
Meena_Lee_golf_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Meena_Lee_golf_f_cm_np1_ba_med_0,16,golf
Lorena_Ochoa_et_Paula_Creamer_golf_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Lorena_Ochoa_et_Paula_Creamer_golf_f_cm_np1_le_med_1,15,golf
Golf_Swing_#6Iron_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Golf_Swing_#6Iron_golf_f_cm_np1_fr_med_0,14,golf
Mac_O_grady_Iron__08_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Mac_O_grady_Iron__08_golf_f_cm_np1_fr_med_0,16,golf
Golf_Swing_#6Iron_golf_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Golf_Swing_#6Iron_golf_f_cm_np1_fr_med_1,15,golf
Morgan_Pressel_golf_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Morgan_Pressel_golf_f_cm_np1_ri_goo_0,16,golf
Golf_Swing_#6Iron_golf_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Golf_Swing_#6Iron_golf_f_cm_np1_fr_med_2,14,golf
Jim_Furyk_Impression_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jim_Furyk_Impression_golf_f_cm_np1_ri_med_0,16,golf
Jim_Furyk_1_golf_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Jim_Furyk_1_golf_f_cm_np1_fr_med_0,16,golf
Anthony_Kim_s_drive_hits_spectator_s_butt_-_that_had_to_sting!_golf_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Anthony_Kim_s_drive_hits_spectator_s_butt_-_that_had_to_sting!_golf_f_cm_np1_ri_goo_0,16,golf
Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Evian_Masters_Junior_Cup_Highlights_2009_golf_f_nm_np1_fr_goo_1,17,golf
Rate_my_golf_swing__driver_and_9_iron_golf_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Rate_my_golf_swing__driver_and_9_iron_golf_f_cm_np1_ri_med_1,16,golf
Ernie_Els_swing_close_up_golf_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Ernie_Els_swing_close_up_golf_f_cm_np1_ri_goo_0,17,golf
Tiger_Woods_smokes_a_drive_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Tiger_Woods_smokes_a_drive_golf_f_cm_np1_ri_med_0,34,golf
Lorena_Ochoa_golf_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/golf/Lorena_Ochoa_golf_f_cm_np1_ri_med_0,16,golf
Dive_Roll_Over_Concrete_Gap_somersault_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Dive_Roll_Over_Concrete_Gap_somersault_f_cm_np1_le_bad_0,8,somersault
MWG_Bodenturnen_somersault_f_cm_np1_le_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/MWG_Bodenturnen_somersault_f_cm_np1_le_bad_3,18,somersault
Boden_p8_somersault_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Boden_p8_somersault_f_cm_np1_ba_med_0,15,somersault
Rush_Hour_4_Turnk_r_somersault_f_cm_np2_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Rush_Hour_4_Turnk_r_somersault_f_cm_np2_le_med_0,16,somersault
Turnk_r_Pippi_Michel_somersault_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnk_r_Pippi_Michel_somersault_f_cm_np1_fr_med_1,16,somersault
Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_somersault_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_somersault_f_cm_np1_le_bad_0,17,somersault
Jennis_Bodenk_r_somersault_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Jennis_Bodenk_r_somersault_f_cm_np1_le_med_1,16,somersault
Parkour_Dive_Tutorial_somersault_f_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Parkour_Dive_Tutorial_somersault_f_cm_np1_ba_bad_1,8,somersault
Ger_teturnen_Pr_fung_-_G_S_somersault_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Ger_teturnen_Pr_fung_-_G_S_somersault_f_cm_np1_ri_med_1,16,somersault
MWG_Bodenturnen_somersault_f_cm_np1_ri_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/MWG_Bodenturnen_somersault_f_cm_np1_ri_bad_5,18,somersault
Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_le_bad_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_le_bad_6,7,somersault
So_turnt_man_richtig!!!_somersault_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/So_turnt_man_richtig!!!_somersault_f_cm_np1_fr_med_1,18,somersault
Boden-K_r_somersault_f_cm_np1_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Boden-K_r_somersault_f_cm_np1_ri_med_3,16,somersault
Ger_teturnen_Pr_fung_-_G_S_somersault_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Ger_teturnen_Pr_fung_-_G_S_somersault_f_cm_np1_le_med_2,16,somersault
Sport_LK_Bodenturnk_r_somersault_f_cm_np3_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Sport_LK_Bodenturnk_r_somersault_f_cm_np3_ba_bad_0,16,somersault
Le_Parkour_et_Accros_Kevin_Ryser_2008-2009_somersault_f_nm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Le_Parkour_et_Accros_Kevin_Ryser_2008-2009_somersault_f_nm_np1_le_med_0,16,somersault
Bodenk_r_Spo_08_somersault_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenk_r_Spo_08_somersault_f_cm_np1_le_med_0,16,somersault
Turnk_r_Pippi_Michel_somersault_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnk_r_Pippi_Michel_somersault_f_cm_np1_fr_med_0,16,somersault
Bodenk_r_somersault_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenk_r_somersault_f_cm_np1_le_med_0,16,somersault
Parkour_Dive_Tutorial_somersault_u_cm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Parkour_Dive_Tutorial_somersault_u_cm_np1_ri_bad_0,7,somersault
Turnexamen_Boden_somersault_f_cm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnexamen_Boden_somersault_f_cm_np1_ri_med_2,16,somersault
Philli_beim_Bodenturnen_somersault_f_cm_np1_ri_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Philli_beim_Bodenturnen_somersault_f_cm_np1_ri_bad_5,25,somersault
Billie_2007_p8_Boden_somersault_f_cm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Billie_2007_p8_Boden_somersault_f_cm_np1_ba_bad_0,16,somersault
LONGESTYARD_somersault_f_cm_np1_le_bad_27,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/LONGESTYARD_somersault_f_cm_np1_le_bad_27,4,somersault
Jennis_Bodenk_r_somersault_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Jennis_Bodenk_r_somersault_f_cm_np1_le_med_2,16,somersault
Handstandk_nig_somersault_f_cm_np1_ba_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Handstandk_nig_somersault_f_cm_np1_ba_med_5,16,somersault
Handstandk_nig_somersault_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Handstandk_nig_somersault_f_cm_np1_le_med_2,16,somersault
gimnasia_somersault_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/gimnasia_somersault_f_cm_np1_le_med_2,16,somersault
Turnk_r_Pippi_Michel_somersault_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnk_r_Pippi_Michel_somersault_f_cm_np1_fr_med_2,16,somersault
Bodenturnen_somersault_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenturnen_somersault_f_cm_np1_ri_med_1,16,somersault
Rolle_aufm_Balken_somersault_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Rolle_aufm_Balken_somersault_f_cm_np1_le_med_0,17,somersault
Bodenk_r_somersault_f_cm_np1_le_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenk_r_somersault_f_cm_np1_le_med_3,16,somersault
Bodenk_r_somersault_f_cm_np1_fr_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenk_r_somersault_f_cm_np1_fr_med_5,16,somersault
meine_Bodenk_r_somersault_f_cm_np1_ri_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/meine_Bodenk_r_somersault_f_cm_np1_ri_bad_1,18,somersault
Boden-K_r_somersault_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Boden-K_r_somersault_f_cm_np1_ri_med_1,16,somersault
Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_fr_bad_0,7,somersault
Liri_beim_Bodenturnen_somersault_f_cm_np1_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Liri_beim_Bodenturnen_somersault_f_cm_np1_le_bad_0,18,somersault
THE_PROTECTOR_somersault_f_nm_np1_le_bad_99,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/THE_PROTECTOR_somersault_f_nm_np1_le_bad_99,10,somersault
Turnen_Uni_Osnabr_ck_Boden_(Einf_hrung)_somersault_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnen_Uni_Osnabr_ck_Boden_(Einf_hrung)_somersault_f_cm_np1_ri_med_0,16,somersault
Bodenturnen_f_r_Anf_nger_somersault_f_cm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenturnen_f_r_Anf_nger_somersault_f_cm_np1_fr_med_3,16,somersault
48_Putzelb_ume_hintereinander_Mare_somersault_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/48_Putzelb_ume_hintereinander_Mare_somersault_f_cm_np1_le_bad_2,16,somersault
Pirates_7_somersault_f_cm_np1_ri_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Pirates_7_somersault_f_cm_np1_ri_bad_1,9,somersault
Parkour_Dive_Tutorial_somersault_f_cm_np1_fr_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Parkour_Dive_Tutorial_somersault_f_cm_np1_fr_bad_2,9,somersault
Paul_Hamm_on_Floor_Exercise_at_2008_Pacific_Rim_somersault_f_cm_np1_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Paul_Hamm_on_Floor_Exercise_at_2008_Pacific_Rim_somersault_f_cm_np1_ba_med_1,17,somersault
LONGESTYARD_somersault_f_cm_np1_ba_bad_28,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/LONGESTYARD_somersault_f_cm_np1_ba_bad_28,10,somersault
Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_fr_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_fr_bad_2,8,somersault
Liri_beim_Bodenturnen_somersault_f_cm_np1_le_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Liri_beim_Bodenturnen_somersault_f_cm_np1_le_bad_1,20,somersault
Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_le_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Dive_and_roll_compilation_(Parkour)_somersault_f_cm_np1_le_bad_5,9,somersault
48_Putzelb_ume_hintereinander_Mare_somersault_f_cm_np1_le_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/48_Putzelb_ume_hintereinander_Mare_somersault_f_cm_np1_le_bad_1,16,somersault
Le_Parkour_et_Accros_Kevin_Ryser_2008-2009_somersault_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Le_Parkour_et_Accros_Kevin_Ryser_2008-2009_somersault_f_cm_np1_le_med_1,16,somersault
Turnk_r_somersault_f_cm_np4_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnk_r_somersault_f_cm_np4_fr_med_1,16,somersault
MWG_Bodenturnen_somersault_f_cm_np2_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/MWG_Bodenturnen_somersault_f_cm_np2_ri_bad_0,18,somersault
Bodenturnen_im_sportunterricht_somersault_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Bodenturnen_im_sportunterricht_somersault_f_cm_np1_le_med_0,16,somersault
Paul_Hamm_on_Floor_Exercise_at_2008_Pacific_Rim_somersault_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Paul_Hamm_on_Floor_Exercise_at_2008_Pacific_Rim_somersault_f_cm_np1_fr_med_0,17,somersault
Boden_bung_Spoho_Eignungspr_fung_somersault_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Boden_bung_Spoho_Eignungspr_fung_somersault_f_cm_np1_le_med_0,16,somersault
Learn_Freerunning_and_Parkour_-_Diving_Roll_somersault_f_nm_np1_fr_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Learn_Freerunning_and_Parkour_-_Diving_Roll_somersault_f_nm_np1_fr_bad_3,13,somersault
Turnk_r_Pippi_Michel_somersault_f_cm_np2_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/somersault/Turnk_r_Pippi_Michel_somersault_f_cm_np2_ri_med_3,21,somersault
